IFDM - Índice Firjan de Desenvolvimento Municipal (NOVO)
Sigla;Código;Município;2019;2020;2021;2022;2023;
PA;1502400;Castanhal;0,4818;0,4876;0,5015;0,5311;0,5804;
PA;1502509;Chaves;0,226;0,2064;0,2358;0,2988;0,3749;
PA;1502608;Colares;0,3813;0,3907;0,3456;0,4464;0,4426;
PA;1502707;Conceição do Araguaia;0,3549;0,4104;0,433;0,484;0,5394;
PA;1502756;Concórdia do Pará;0,3554;0,4285;0,4193;0,401;0,461;
PA;1502764;Cumaru do Norte;0,3538;0,3593;0,3639;0,3549;0,4644;
PA;1502772;Curionópolis;0,3969;0,3769;0,4122;0,5418;0,5942;
PA;1502806;Curralinho;0,1709;0,2398;0,2208;0,2103;0,2431;
PA;1502855;Curuá;0,295;0,2885;0,2372;0,3198;0,3625;
PA;1502905;Curuçá;0,3232;0,3196;0,319;0,3624;0,3854;
PA;1502939;Dom Eliseu;0,3906;0,43;0,4626;0,4991;0,5499;
PA;1502954;Eldorado dos Carajás;0,2662;0,3606;0,3186;0,4003;0,4415;
PA;1503002;Faro;0,2861;0,2924;0,3403;0,3848;0,4394;
PA;1503044;Floresta do Araguaia;0,3049;0,3291;0,3926;0,4269;0,467;
PA;1503077;Garrafão do Norte;0,3241;0,3232;0,3389;0,3911;0,4079;
PA;1503093;Goianésia do Pará;0,3176;0,3426;0,3765;0,3699;0,3975;
PA;1503101;Gurupá;0,2269;0,2661;0,2245;0,276;0,267;
PA;1503200;Igarapé-Açu;0,3792;0,3662;0,4004;0,3883;0,4842;
PA;1503309;Igarapé-Miri;0,264;0,2972;0,2841;0,294;0,3024;
PA;1503408;Inhangapi;0,3559;0,384;0,423;0,424;0,4754;
PA;1503457;Ipixuna do Pará;0,3533;0,3762;0,3696;0,3846;0,3981;
PA;1503507;Irituia;0,3137;0,3392;0,3232;0,3348;0,3882;
PA;1503606;Itaituba;0,3745;0,3884;0,4127;0,4589;0,4997;
PA;1503705;Itupiranga;0,3129;0,3333;0,3194;0,327;0,3893;
PA;1503754;Jacareacanga;0,2039;0,2362;0,2409;0,2756;0,3108;
PA;1503804;Jacundá;0,322;0,3925;0,3917;0,4007;0,4593;
PA;1503903;Juruti;0,3652;0,4113;0,4377;0,4725;0,4572;
PA;1504000;Limoeiro do Ajuru;0,2104;0,214;0,2308;0,2383;0,242;
PA;1504059;Mãe do Rio;0,3454;0,3314;0,3725;0,4216;0,486;
PA;1504109;Magalhães Barata;0,3715;0,3679;0,3748;0,4335;0,4891;
PA;1504208;Marabá;0,5148;0,5301;0,5433;0,5686;0,6349;
PA;1504307;Maracanã;0,2778;0,2981;0,2994;0,3214;0,376;
PA;1504406;Marapanim;0,3294;0,3324;0,3614;0,3463;0,3901;
PA;1504422;Marituba;0,4611;0,4708;0,4639;0,5074;0,5327;
PA;1504455;Medicilândia;0,2588;0,3399;0,3464;0,3821;0,4217;
PA;1504505;Melgaço;0,2298;0,2544;0,2033;0,2149;0,2429;
PA;1504604;Mocajuba;0,289;0,3038;0,2794;0,2683;0,3494;
PA;1504703;Moju;0,2994;0,3605;0,3662;0,3844;0,4163;
PA;1504752;Mojuí dos Campos;0,317;0,3823;0,4013;0,4104;0,4489;
PA;1504802;Monte Alegre;0,3177;0,3353;0,3277;0,3567;0,3963;
PA;1504901;Muaná;0,2136;0,2367;0,2349;0,2489;0,2815;
PA;1504950;Nova Esperança do Piriá;0,26;0,2665;0,3124;0,3307;0,352;
PA;1504976;Nova Ipixuna;0,3574;0,3665;0,3546;0,3629;0,4223;
PA;1505007;Nova Timboteua;0,4081;0,3898;0,3745;0,4141;0,5186;
PA;1505031;Novo Progresso;0,5337;0,537;0,5198;0,5481;0,5936;
PA;1505064;Novo Repartimento;0,2668;0,3086;0,3307;0,3744;0,3942;
PA;1505106;Óbidos;0,2487;0,2906;0,2961;0,3154;0,337;
PA;1505205;Oeiras do Pará;0,1776;0,2395;0,2113;0,1813;0,2143;
PA;1505304;Oriximiná;0,3971;0,4422;0,413;0,428;0,4632;
PA;1505403;Ourém;0,3677;0,3423;0,3721;0,4122;0,4433;
PA;1505437;Ourilândia do Norte;0,3418;0,4041;0,3902;0,4258;0,5082;
PA;1505486;Pacajá;0,2637;0,3543;0,3212;0,3914;0,4236;
PA;1505494;Palestina do Pará;0,3438;0,3126;0,3208;0,359;0,4005;
PA;1505502;Paragominas;0,4767;0,4964;0,5102;0,5656;0,5778;
PA;1505536;Parauapebas;0,5509;0,5947;0,6058;0,6029;0,6332;
PA;1505551;Pau D'Arco;0,3559;0,3812;0,4237;0,4372;0,5023;
PA;1505601;Peixe-Boi;0,381;0,3994;0,4249;0,4725;0,4825;
PA;1505635;Piçarra;0,2966;0,3407;0,3826;0,4249;0,4778;
PA;1505650;Placas;0,2906;0,2877;0,3124;0,383;0,4507;
PA;1505700;Ponta de Pedras;0,2709;0,2995;0,275;0,2963;0,3473;
PA;1505809;Portel;0,2647;0,3088;0,2408;0,2575;0,3005;
PA;1505908;Porto de Moz;0,1887;0,2342;0,2224;0,2792;0,2998;
PA;1506005;Prainha;0,2565;0,2562;0,2587;0,3196;0,3488;
PA;1506104;Primavera;0,3967;0,4422;0,4455;0,4925;0,5597;
PA;1506112;Quatipuru;0,3032;0,2874;0,305;0,2883;0,3681;
PA;1506138;Redenção;0,4618;0,471;0,4912;0,5667;0,6268;
PA;1506161;Rio Maria;0,4403;0,4993;0,5504;0,495;0,5955;
PA;1506187;Rondon do Pará;0,385;0,3374;0,3691;0,3983;0,485;
PA;1506195;Rurópolis;0,349;0,3395;0,3964;0,4346;0,4444;
PA;1506203;Salinópolis;0,4287;0,4508;0,4499;0,4842;0,5614;
PA;1506302;Salvaterra;0,2771;0,3061;0,2694;0,3076;0,333;
PA;1506351;Santa Bárbara do Pará;0,4229;0,4578;0,4485;0,4511;0,5112;
PA;1506401;Santa Cruz do Arari;0,2252;0,2263;0,2575;0,282;0,3381;
PA;1506500;Santa Isabel do Pará;0,4042;0,3967;0,4357;0,4405;0,507;
PA;1506559;Santa Luzia do Pará;0,3238;0,311;0,3292;0,347;0,3853;
PA;1506583;Santa Maria das Barreiras;0,3632;0,3442;0,374;0,4366;0,4584;
PA;1506609;Santa Maria do Pará;0,2971;0,3569;0,3549;0,4192;0,4492;
PA;1506708;Santana do Araguaia;0,4014;0,3732;0,4348;0,49;0,4694;
PA;1506807;Santarém;0,455;0,465;0,4717;0,5112;0,549;
PA;1506906;Santarém Novo;0,341;0,2989;0,3407;0,4114;0,4319;
PA;1507003;Santo Antônio do Tauá;0,3035;0,3053;0,2644;0,2862;0,3409;
PA;1507102;São Caetano de Odivelas;0,319;0,2931;0,3559;0,3946;0,4186;
PA;1507151;São Domingos do Araguaia;0,3379;0,3461;0,3614;0,4067;0,3929;
PA;1507201;São Domingos do Capim;0,2645;0,2828;0,2792;0,3291;0,3764;
PA;1507300;São Félix do Xingu;0,3332;0,3539;0,3653;0,4282;0,4423;
PA;1507409;São Francisco do Pará;0,3488;0,3529;0,3621;0,3295;0,4048;
PA;1507458;São Geraldo do Araguaia;0,3473;0,3893;0,4486;0,4382;0,4635;
PA;1507466;São João da Ponta;0,3808;0,3002;0,3789;0,427;0,4082;
PA;1507474;São João de Pirabas;0,3327;0,3384;0,3336;0,3279;0,3927;
PA;1507508;São João do Araguaia;0,2621;0,3382;0,3329;0,2936;0,3125;
PA;1507607;São Miguel do Guamá;0,3484;0,3794;0,3672;0,4415;0,4737;
PA;1507706;São Sebastião da Boa Vista;0,2502;0,2897;0,2604;0,2435;0,3012;
PA;1507755;Sapucaia;0,5355;0,495;0,5798;0,5335;0,5656;
PA;1507805;Senador José Porfírio;0,2325;0,2369;0,2584;0,231;0,332;
PA;1507904;Soure;0,3003;0,3203;0,2661;0,3513;0,3861;
PA;1507953;Tailândia;0,4342;0,4612;0,4538;0,4573;0,5229;
PA;1507961;Terra Alta;0,3088;0,3169;0,3127;0,3089;0,3963;
PA;1507979;Terra Santa;0,4151;0,4152;0,4113;0,442;0,5124;
PA;1508001;Tomé-Açu;0,3493;0,3743;0,3988;0,4357;0,5001;
PA;1508035;Tracuateua;0,2256;0,307;0,2671;0,2925;0,3227;
PA;1508050;Trairão;0,2927;0,3125;0,2711;0,2982;0,3389;
PA;1508084;Tucumã;0,3875;0,4277;0,4384;0,4671;0,5539;
PA;1508100;Tucuruí;0,4467;0,4669;0,4605;0,4814;0,504;
PA;1508126;Ulianópolis;0,4045;0,4582;0,5093;0,5971;0,5969;
PA;1508159;Uruará;0,3109;0,3515;0,3647;0,4226;0,4554;
PA;1508209;Vigia;0,3495;0,334;0,3324;0,3355;0,3997;
PA;1508308;Viseu;0,2151;0,2625;0,2588;0,2735;0,381;
PA;1508357;Vitória do Xingu;0,3997;0,4488;0,4386;0,4556;0,4896;
PA;1508407;Xinguara;0,483;0,5017;0,5168;0,5684;0,6161;
PA;1599919;Monsarás;;;;;;
PA;1599939;Vila Franca;;;;;;
PB;2500106;Água Branca;0,4562;0,4975;0,5376;0,516;0,5528;
PB;2500205;Aguiar;0,4331;0,4717;0,5097;0,5261;0,5999;
PB;2500304;Alagoa Grande;0,4048;0,3906;0,4144;0,4547;0,4936;
PB;2500403;Alagoa Nova;0,4084;0,4301;0,4457;0,489;0,489;
PB;2500502;Alagoinha;0,454;0,4849;0,4604;0,4711;0,5441;
PB;2500536;Alcantil;0,4406;0,4843;0,5164;0,4944;0,5227;
PB;2500577;Algodão de Jandaíra;0,4084;0,481;0,4629;0,4694;0,5079;
PB;2500601;Alhandra;0,5298;0,5285;0,5385;0,5551;0,6198;
PB;2500700;São João do Rio do Peixe;0,429;0,4901;0,5439;0,5093;0,527;
PB;2500734;Amparo;0,4838;0,4893;0,5143;0,5073;0,5482;
PB;2500775;Aparecida;0,4198;0,445;0,4967;0,4819;0,5259;
PB;2500809;Araçagi;0,4329;0,437;0,4754;0,4541;0,4779;
PB;2500908;Arara;0,4179;0,4544;0,4303;0,4627;0,5032;
PB;2501005;Araruna;0,518;0,4838;0,4979;0,535;0,5476;
PB;2501104;Areia;0,4745;0,5009;0,5022;0,4865;0,5341;
PB;2501153;Areia de Baraúnas;0,4319;0,3763;0,4295;0,4876;0,5587;
PB;2501203;Areial;0,4295;0,4879;0,4863;0,4999;0,497;
PB;2501302;Aroeiras;0,3807;0,4327;0,463;0,4889;0,511;
PB;2501351;Assunção;0,3786;0,4846;0,5086;0,4706;0,5303;
PB;2501401;Baía da Traição;0,3576;0,3574;0,3871;0,4799;0,4861;
PB;2501500;Bananeiras;0,4026;0,4093;0,4263;0,4983;0,5226;
PB;2501534;Baraúna;0,4537;0,491;0,4769;0,5134;0,4736;
PB;2501575;Barra de Santana;0,4675;0,4245;0,5042;0,4601;0,5601;
PB;2501609;Barra de Santa Rosa;0,4343;0,4225;0,4761;0,4207;0,4772;
PB;2501708;Barra de São Miguel;0,4879;0,5281;0,4803;0,4734;0,5058;
PB;2501807;Bayeux;0,4449;0,4219;0,4628;0,4852;0,4951;
PB;2501906;Belém;0,4947;0,502;0,4726;0,4965;0,5474;
PB;2502003;Belém do Brejo do Cruz;0,4284;0,4248;0,4886;0,4556;0,5557;
PB;2502052;Bernardino Batista;0,4572;0,568;0,6306;0,5431;0,5445;
PB;2502102;Boa Ventura;0,3554;0,4679;0,4489;0,4947;0,4691;
PB;2502151;Boa Vista;0,5151;0,5835;0,5603;0,5634;0,6216;
PB;2502201;Bom Jesus;0,415;0,4038;0,4981;0,526;0,6152;
PB;2502300;Bom Sucesso;0,4733;0,4015;0,5168;0,4847;0,5265;
PB;2502409;Bonito de Santa Fé;0,3373;0,4312;0,403;0,4142;0,4941;
PB;2502508;Boqueirão;0,4384;0,4334;0,4491;0,4486;0,4358;
PB;2502607;Igaracy;0,4008;0,4222;0,4733;0,5189;0,4727;
PB;2502706;Borborema;0,4239;0,4287;0,4104;0,4412;0,4587;
PB;2502805;Brejo do Cruz;0,3968;0,4525;0,4537;0,5411;0,573;
PB;2502904;Brejo dos Santos;0,3387;0,3455;0,3234;0,4857;0,4647;
PB;2503001;Caaporã;0,4945;0,5091;0,5319;0,4787;0,5752;
PB;2503100;Cabaceiras;0,5278;0,5331;0,5384;0,5628;0,649;
PB;2503209;Cabedelo;0,6484;0,6112;0,6312;0,6478;0,6846;
PB;2503308;Cachoeira dos Índios;0,382;0,3527;0,4475;0,3772;0,4001;
PB;2503407;Cacimba de Areia;0,4152;0,4569;0,4707;0,4421;0,4786;
PB;2503506;Cacimba de Dentro;0,4148;0,4058;0,4665;0,4302;0,4836;
PB;2503555;Cacimbas;0,2821;0,3629;0,3874;0,4314;0,4624;
PB;2503605;Caiçara;0,4588;0,4873;0,5413;0,4876;0,5389;
PB;2503704;Cajazeiras;0,5737;0,5743;0,5944;0,5997;0,6668;
PB;2503753;Cajazeirinhas;0,4809;0,4728;0,474;0,4758;0,5525;
PB;2503803;Caldas Brandão;0,4409;0,4769;0,4576;0,4553;0,4911;
PB;2503902;Camalaú;0,4642;0,3944;0,4042;0,4671;0,5342;
PB;2504009;Campina Grande;0,6365;0,6364;0,6487;0,656;0,663;
PB;2504033;Capim;0,3813;0,4044;0,4166;0,4452;0,4546;
PB;2504074;Caraúbas;0,4331;0,3725;0,4277;0,4359;0,4932;
PB;2504108;Carrapateira;0,4856;0,497;0,5458;0,5336;0,5868;
PB;2504157;Casserengue;0,3597;0,3779;0,4165;0,3942;0,5062;
PB;2504207;Catingueira;0,474;0,495;0,5107;0,5538;0,5625;
PB;2504306;Catolé do Rocha;0,5173;0,5185;0,5281;0,566;0,6202;
PB;2504355;Caturité;0,4546;0,434;0,4601;0,4612;0,4858;
PB;2504405;Conceição;0,437;0,4648;0,4797;0,4473;0,482;
PB;2504504;Condado;0,4653;0,4501;0,4614;0,5541;0,5172;
PB;2504603;Conde;0,4722;0,5128;0,5;0,5795;0,604;
PB;2504702;Congo;0,4254;0,4533;0,4923;0,49;0,5658;
PB;2504801;Coremas;0,3781;0,4048;0,4211;0,4732;0,4589;
PB;2504850;Coxixola;0,3754;0,4793;0,5125;0,5707;0,5603;
PB;2504900;Cruz do Espírito Santo;0,3809;0,3919;0,3928;0,4246;0,482;
PB;2505006;Cubati;0,381;0,4604;0,486;0,5381;0,5708;
PB;2505105;Cuité;0,4739;0,4986;0,541;0,5514;0,5585;
PB;2505204;Cuitegi;0,4045;0,3952;0,402;0,4394;0,5057;
PB;2505238;Cuité de Mamanguape;0,365;0,3585;0,3945;0,4599;0,4319;
PB;2505279;Curral de Cima;0,3752;0,3933;0,4672;0,4756;0,5033;
PB;2505303;Curral Velho;0,3962;0,4379;0,5479;0,5162;0,5537;
PB;2505352;Damião;0,4448;0,4897;0,5206;0,5068;0,5035;
PB;2505402;Desterro;0,3841;0,457;0,4385;0,5054;0,4513;
PB;2505501;Vista Serrana;0,427;0,4205;0,4745;0,4559;0,5133;
PB;2505600;Diamante;0,3731;0,4295;0,3834;0,4227;0,4627;
PB;2505709;Dona Inês;0,4706;0,4297;0,4823;0,5451;0,5663;
PB;2505808;Duas Estradas;0,4937;0,5255;0,5086;0,4797;0,5335;
PB;2505907;Emas;0,4733;0,4528;0,4061;0,4814;0,5829;
PB;2506004;Esperança;0,4978;0,538;0,5581;0,5555;0,5607;
PB;2506103;Fagundes;0,432;0,4155;0,4174;0,4391;0,4721;
PB;2506202;Frei Martinho;0,4686;0,5234;0,5279;0,5125;0,5346;
PB;2506251;Gado Bravo;0,4006;0,4225;0,4766;0,4656;0,4601;
PB;2506301;Guarabira;0,5794;0,5797;0,6003;0,5997;0,6352;
PB;2506400;Gurinhém;0,4194;0,4243;0,4847;0,5181;0,5538;
PB;2506509;Gurjão;0,4364;0,513;0,5611;0,5876;0,5979;
PB;2506608;Ibiara;0,4708;0,4874;0,4022;0,4393;0,5129;
PB;2506707;Imaculada;0,4051;0,3965;0,3793;0,4402;0,4722;
PB;2506806;Ingá;0,335;0,4698;0,454;0,4709;0,5592;
PB;2506905;Itabaiana;0,477;0,4518;0,5234;0,5495;0,5508;
PB;2507002;Itaporanga;0,5194;0,5284;0,4878;0,5669;0,5656;
PB;2507101;Itapororoca;0,4154;0,4018;0,4422;0,5078;0,5027;
PB;2507200;Itatuba;0,4202;0,4449;0,4259;0,4699;0,4571;
PB;2507309;Jacaraú;0,4529;0,4892;0,4586;0,4703;0,5353;
PB;2507408;Jericó;0,4283;0,4397;0,4545;0,4429;0,4937;
PB;2507507;João Pessoa;0,66;0,6522;0,6508;0,6497;0,6765;
PB;2507606;Juarez Távora;0,3497;0,3607;0,3816;0,4218;0,4434;
PB;2507705;Juazeirinho;0,4469;0,4081;0,4394;0,4775;0,4814;
PB;2507804;Junco do Seridó;0,4978;0,4531;0,4724;0,5007;0,5384;
PB;2507903;Juripiranga;0,5218;0,5176;0,5604;0,5634;0,6182;
PB;2508000;Juru;0,4332;0,447;0,4977;0,4694;0,5124;
PB;2508109;Lagoa;0,3658;0,3522;0,4557;0,4659;0,4631;
PB;2508208;Lagoa de Dentro;0,3866;0,4045;0,4799;0,4478;0,4679;
PB;2508307;Lagoa Seca;0,4586;0,4821;0,4743;0,4901;0,5204;
PB;2508406;Lastro;0,3952;0,4211;0,4397;0,4483;0,5334;
PB;2508505;Livramento;0,4023;0,4094;0,4071;0,4694;0,4332;
PB;2508554;Logradouro;0,4732;0,4965;0,5329;0,5404;0,5117;
PB;2508604;Lucena;0,4736;0,4529;0,4502;0,4642;0,507;
PB;2508703;Mãe d'Água;0,4548;0,4163;0,4785;0,4995;0,472;
PB;2508802;Malta;0,3876;0,4753;0,4853;0,4869;0,5244;
PB;2508901;Mamanguape;0,471;0,4412;0,5172;0,4998;0,5519;
PB;2509008;Manaíra;0,4163;0,4111;0,4051;0,4184;0,4978;
PB;2509057;Marcação;0,307;0,3623;0,352;0,4074;0,4372;
PB;2509107;Mari;0,4222;0,4392;0,4603;0,4855;0,5262;
PB;2509156;Marizópolis;0,3887;0,4291;0,5184;0,5247;0,5088;
PB;2509206;Massaranduba;0,4072;0,4196;0,4173;0,407;0,4373;
PB;2509305;Mataraca;0,4299;0,4114;0,5494;0,518;0,5555;
PB;2509339;Matinhas;0,4167;0,3893;0,3977;0,4685;0,4641;
PB;2509370;Mato Grosso;0,4316;0,4183;0,4695;0,4777;0,5299;
PB;2509396;Maturéia;0,4373;0,4261;0,3997;0,461;0,4546;
PB;2509404;Mogeiro;0,4148;0,4204;0,4555;0,4898;0,5191;
PB;2509503;Montadas;0,4602;0,4054;0,4839;0,4859;0,5256;
PB;2509602;Monte Horebe;0,3586;0,3766;0,4753;0,444;0,4926;
PB;2509701;Monteiro;0,5093;0,5232;0,5462;0,5428;0,5967;
PB;2509800;Mulungu;0,3606;0,448;0,4515;0,4282;0,4447;
PB;2509909;Natuba;0,5064;0,4737;0,4608;0,5418;0,5005;
PB;2510006;Nazarezinho;0,3963;0,3923;0,4166;0,4073;0,488;
PB;2510105;Nova Floresta;0,3741;0,428;0,5152;0,4325;0,5185;
PB;2510204;Nova Olinda;0,4604;0,5025;0,5081;0,5299;0,5291;
PB;2510303;Nova Palmeira;0,5283;0,4841;0,5676;0,5846;0,5401;
PB;2510402;Olho d'Água;0,3833;0,4625;0,4701;0,4411;0,4858;
PB;2510501;Olivedos;0,4156;0,4129;0,469;0,4189;0,4709;
PB;2510600;Ouro Velho;0,4936;0,5196;0,6178;0,591;0,6146;
PB;2510659;Parari;0,5161;0,4575;0,5554;0,5354;0,6174;
PB;2510709;Passagem;0,4285;0,4822;0,5313;0,5571;0,4663;
PB;2510808;Patos;0,5816;0,5631;0,5816;0,6148;0,6566;
PB;2510907;Paulista;0,4661;0,523;0,4997;0,486;0,5462;
PB;2511004;Pedra Branca;0,4261;0,4871;0,5024;0,4763;0,5717;
PB;2511103;Pedra Lavrada;0,5397;0,5281;0,5658;0,6114;0,6363;
PB;2511202;Pedras de Fogo;0,5298;0,5165;0,5124;0,535;0,5807;
PB;2511301;Piancó;0,4178;0,4318;0,4799;0,4932;0,4839;
PB;2511400;Picuí;0,5261;0,5547;0,5487;0,5703;0,5584;
PB;2511509;Pilar;0,5416;0,5167;0,6232;0,5453;0,649;
PB;2511608;Pilões;0,3973;0,4064;0,4307;0,4444;0,4983;
PB;2511707;Pilõezinhos;0,3752;0,3192;0,3826;0,4266;0,4985;
PB;2511806;Pirpirituba;0,3882;0,444;0,4299;0,4541;0,4647;
PB;2511905;Pitimbu;0,4205;0,4548;0,459;0,482;0,5682;
PB;2512002;Pocinhos;0,3987;0,4522;0,4524;0,4613;0,5567;
PB;2512036;Poço Dantas;0,452;0,484;0,48;0,4313;0,5251;
PB;2512077;Poço de José de Moura;0,4846;0,5205;0,5354;0,4661;0,5057;
PB;2512101;Pombal;0,5347;0,5493;0,5379;0,5925;0,618;
PB;2512200;Prata;0,4949;0,5031;0,4953;0,5347;0,5724;
PB;2512309;Princesa Isabel;0,52;0,5434;0,5638;0,6013;0,6045;
PB;2512408;Puxinanã;0,4048;0,4641;0,5024;0,5388;0,5263;
PB;2512507;Queimadas;0,4738;0,4509;0,4849;0,5271;0,5709;
PB;2512606;Quixabá;0,5232;0,5129;0,4906;0,5602;0,6293;
PB;2512705;Remígio;0,4435;0,4814;0,5162;0,5217;0,5574;
PB;2512721;Pedro Régis;0,313;0,3664;0,422;0,3871;0,4271;
PB;2512747;Riachão;0,4583;0,5567;0,5342;0,546;0,5859;
PB;2512754;Riachão do Bacamarte;0,3976;0,4618;0,4881;0,5421;0,5669;
PB;2512762;Riachão do Poço;0,4374;0,4569;0,3921;0,425;0,4687;
PB;2512788;Riacho de Santo Antônio;0,4131;0,4074;0,5419;0,5016;0,5478;
PB;2512804;Riacho dos Cavalos;0,4558;0,4439;0,5347;0,4767;0,5152;
PB;2512903;Rio Tinto;0,4812;0,4397;0,4681;0,4924;0,5046;
PB;2513000;Salgadinho;0,4138;0,3981;0,4479;0,4083;0,4758;
PB;2513109;Salgado de São Félix;0,449;0,471;0,474;0,4964;0,5471;
PB;2513158;Santa Cecília;0,3603;0,3736;0,446;0,4293;0,4294;
PB;2513208;Santa Cruz;0,4422;0,4801;0,5206;0,5126;0,5121;
PB;2513307;Santa Helena;0,5166;0,5114;0,5432;0,4858;0,5713;
PB;2513356;Santa Inês;0,4179;0,4263;0,4923;0,49;0,4943;
PB;2513406;Santa Luzia;0,552;0,5782;0,5427;0,6291;0,6249;
PB;2513505;Santana de Mangueira;0,3505;0,4444;0,4583;0,5107;0,4649;
PB;2513604;Santana dos Garrotes;0,3633;0,454;0,4994;0,466;0,4714;
PB;2513653;Santarém;0,4421;0,4695;0,4948;0,4499;0,5814;
PB;2513703;Santa Rita;0,4624;0,4274;0,4304;0,4489;0,4802;
PB;2513802;Santa Teresinha;0,5719;0,5557;0,6324;0,6204;0,638;
PB;2513851;Santo André;0,4955;0,446;0,4736;0,5509;0,5511;
PB;2513901;São Bento;0,4833;0,4806;0,4954;0,4714;0,5637;
PB;2513927;São Bentinho;0,5077;0,4938;0,4798;0,5672;0,5699;
PB;2513943;São Domingos do Cariri;0,5045;0,5534;0,5266;0,5294;0,5405;
PB;2513968;São Domingos de Pombal;0,5229;0,5016;0,5466;0,551;0,6025;
PB;2513984;São Francisco;0,47;0,4601;0,4919;0,5076;0,5669;
PB;2514008;São João do Cariri;0,5263;0,5248;0,5216;0,5752;0,549;
PB;2514107;São João do Tigre;0,4544;0,4063;0,446;0,502;0,5413;
PB;2514206;São José da Lagoa Tapada;0,3523;0,3807;0,4782;0,4009;0,4596;
PB;2514305;São José de Caiana;0,3492;0,4041;0,4877;0,4808;0,4808;
PB;2514404;São José de Espinharas;0,3695;0,423;0,4828;0,4361;0,5477;
PB;2514453;São José dos Ramos;0,3721;0,3434;0,5198;0,4123;0,515;
PB;2514503;São José de Piranhas;0,2975;0,4185;0,402;0,4205;0,4484;
PB;2514552;São José de Princesa;0,3435;0,3307;0,4302;0,4329;0,4969;
PB;2514602;São José do Bonfim;0,3893;0,3749;0,4305;0,4087;0,4871;
PB;2514651;São José do Brejo do Cruz;0,4606;0,4351;0,5505;0,5496;0,5634;
PB;2514701;São José do Sabugi;0,4512;0,4624;0,5549;0,5413;0,5792;
PB;2514800;São José dos Cordeiros;0,3599;0,4343;0,4912;0,5306;0,5608;
PB;2514909;São Mamede;0,5684;0,5022;0,5078;0,5336;0,572;
PB;2515005;São Miguel de Taipu;0,3443;0,3901;0,3952;0,4509;0,5075;
PB;2515104;São Sebastião de Lagoa de Roça;0,3502;0,4209;0,445;0,4595;0,4325;
PB;2515203;São Sebastião do Umbuzeiro;0,4789;0,4878;0,4467;0,4798;0,5478;
PB;2515302;Sapé;0,4401;0,4132;0,453;0,4453;0,5097;
PB;2515401;Seridó;0,3902;0,4406;0,4023;0,4332;0,4798;
PB;2515500;Serra Branca;0,4348;0,3966;0,4412;0,4961;0,5272;
PB;2515609;Serra da Raiz;0,5554;0,5267;0,4998;0,5401;0,6044;
PB;2515708;Serra Grande;0,4877;0,4817;0,449;0,5517;0,6051;
PB;2515807;Serra Redonda;0,397;0,4304;0,3817;0,403;0,3925;
PB;2515906;Serraria;0,4172;0,4776;0,491;0,4483;0,4906;
PB;2515930;Sertãozinho;0,4844;0,5368;0,5666;0,5205;0,606;
PB;2515971;Sobrado;0,3393;0,3888;0,4004;0,4227;0,4573;
PB;2516003;Solânea;0,3656;0,3532;0,3811;0,4041;0,4814;
PB;2516102;Soledade;0,4893;0,4802;0,4883;0,5409;0,4981;
PB;2516151;Sossêgo;0,4139;0,485;0,4965;0,526;0,5086;
PB;2516201;Sousa;0,5385;0,5323;0,5211;0,5179;0,591;
PB;2516300;Sumé;0,4941;0,5151;0,5075;0,5743;0,5992;
PB;2516409;Campo de Santana;0,4776;0,4364;0,4319;0,4571;0,5025;
PB;2516508;Taperoá;0,3856;0,375;0,448;0,394;0,4653;
PB;2516607;Tavares;0,4413;0,4411;0,4875;0,387;0,4538;
PB;2516706;Teixeira;0,4048;0,4444;0,4887;0,5441;0,4963;
PB;2516755;Tenório;0,4403;0,469;0,4902;0,4195;0,4943;
PB;2516805;Triunfo;0,3538;0,4392;0,4957;0,5608;0,5209;
PB;2516904;Uiraúna;0,3838;0,3864;0,4058;0,4536;0,4959;
PB;2517001;Umbuzeiro;0,5153;0,4794;0,5462;0,5549;0,6255;
PB;2517100;Várzea;0,5346;0,5445;0,5259;0,5546;0,5679;
PB;2517209;Vieirópolis;0,512;0,5326;0,4977;0,5057;0,5284;
PB;2517407;Zabelê;0,497;0,4929;0,5549;0,5054;0,5456;
PE;2600054;Abreu e Lima;0,4775;0,4528;0,4777;0,4808;0,5249;
PE;2600104;Afogados da Ingazeira;0,5455;0,5575;0,5809;0,5674;0,5663;
PE;2600203;Afrânio;0,446;0,4882;0,5132;0,5201;0,5663;
PE;2600302;Agrestina;0,4684;0,4553;0,4504;0,5068;0,527;
PE;2600401;Água Preta;0,411;0,3941;0,3965;0,4213;0,4674;
PE;2600500;Águas Belas;0,3752;0,4141;0,3696;0,4294;0,4318;
PE;2600609;Alagoinha;0,3956;0,3978;0,3632;0,4361;0,4453;
PE;2600708;Aliança;0,5199;0,5012;0,5183;0,5579;0,5747;
PE;2600807;Altinho;0,4389;0,4226;0,4292;0,4368;0,4857;
PE;2600906;Amaraji;0,4842;0,4535;0,4519;0,4806;0,5083;
PE;2601003;Angelim;0,4023;0,4281;0,4504;0,4655;0,4789;
PE;2601052;Araçoiaba;0,4633;0,4611;0,4406;0,4847;0,5354;
PE;2601102;Araripina;0,4102;0,4568;0,4844;0,4951;0,5278;
PE;2601201;Arcoverde;0,5658;0,5568;0,5491;0,5884;0,623;
PE;2601300;Barra de Guabiraba;0,497;0,534;0,5199;0,5128;0,5572;
